"","Gene","Annotation","Non.unique.Gene.name","ac_change_0","ac_change_1","ac_change_NA","ratio","gene.annotate","phage","hypothetical","transposase","caps","exclude"
"860","ybjI","Cof family protein","",10,5,1,0.657407407407407,"YBJI COF FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"861","ABC-NBD-truncation","ABC transporter permeae","",8,4,NA,0.657407407407407,"ABC-NBD-TRUNCATION ABC TRANSPORTER PERMEAE ",FALSE,FALSE,FALSE,0,0
"862","argH","argininosuccinate lyase","",8,4,3,0.657407407407407,"ARGH ARGININOSUCCINATE LYASE ",FALSE,FALSE,FALSE,0,0
"863","dcuS","sensor histidine kinase","",8,4,NA,0.657407407407407,"DCUS SENSOR HISTIDINE KINASE ",FALSE,FALSE,FALSE,0,0
"864","fliY","ABC transporter substrate binding lipoprotein-amino acid transport","",8,4,1,0.657407407407407,"FLIY ABC TRANSPORTER SUBSTRATE BINDING LIPOPROTEIN-AMINO ACID TRANSPORT ",FALSE,FALSE,FALSE,0,0
"865","glnH","ABC transporter substrate-binding lipoprotein","",8,4,NA,0.657407407407407,"GLNH ABC TRANSPORTER SUBSTRATE-BINDING LIPOPROTEIN ",FALSE,FALSE,FALSE,0,0
"866","group_1213","choline binding protein J","cbpJ_1",8,4,1,0.657407407407407,"GROUP_1213 CHOLINE BINDING PROTEIN J CBPJ_1",FALSE,FALSE,FALSE,0,0
"867","group_12689","repeating unit O-acetyltransferase WefK","wefK",8,4,NA,0.657407407407407,"GROUP_12689 REPEATING UNIT O-ACETYLTRANSFERASE WEFK WEFK",FALSE,FALSE,FALSE,0,0
"868","group_14032","bifunctional methionine sulfoxide reductase","msrA",8,4,NA,0.657407407407407,"GROUP_14032 BIFUNCTIONAL METHIONINE SULFOXIDE REDUCTASE MSRA",FALSE,FALSE,FALSE,0,0
"869","group_1537","Tn5253 CAAX amino terminal protease family","",8,4,NA,0.657407407407407,"GROUP_1537 TN5253 CAAX AMINO TERMINAL PROTEASE FAMILY ",FALSE,FALSE,FALSE,0,0
"870","group_4645","amino acid ABC transporter permease","artQ_2",8,4,3,0.657407407407407,"GROUP_4645 AMINO ACID ABC TRANSPORTER PERMEASE ARTQ_2",FALSE,FALSE,FALSE,0,0
"871","group_5076","glucose-1-phosphate adenylyltransferase","glgC",8,4,NA,0.657407407407407,"GROUP_5076 GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE GLGC",FALSE,FALSE,FALSE,0,0
"872","group_5090","ABC transporter substrate-binding lipoprotein","glnH",8,4,NA,0.657407407407407,"GROUP_5090 ABC TRANSPORTER SUBSTRATE-BINDING LIPOPROTEIN GLNH",FALSE,FALSE,FALSE,0,0
"873","group_5656","gluthatione peroxidase","gpo",8,4,NA,0.657407407407407,"GROUP_5656 GLUTHATIONE PEROXIDASE GPO",FALSE,FALSE,FALSE,0,0
"874","group_7180","DNA-3-methyladenine glycosylase I","tag",8,4,NA,0.657407407407407,"GROUP_7180 DNA-3-METHYLADENINE GLYCOSYLASE I TAG",FALSE,FALSE,FALSE,0,0
"875","group_8795","filamentation induced by cAMP protein fic","",8,4,1,0.657407407407407,"GROUP_8795 FILAMENTATION INDUCED BY CAMP PROTEIN FIC ",FALSE,FALSE,FALSE,0,0
"876","group_9013","spfh domain/band 7 family","qmcA",8,4,NA,0.657407407407407,"GROUP_9013 SPFH DOMAIN/BAND 7 FAMILY QMCA",FALSE,FALSE,FALSE,0,0
"877","lacF_1","lichenan-specific phosphotransferase EIIA component","",8,4,NA,0.657407407407407,"LACF_1 LICHENAN-SPECIFIC PHOSPHOTRANSFERASE EIIA COMPONENT ",FALSE,FALSE,FALSE,0,0
"878","manZ_4","PTS system mannose/fructose/N-acetylgalactosamine-specific transporter subunit IID","",8,4,NA,0.657407407407407,"MANZ_4 PTS SYSTEM MANNOSE/FRUCTOSE/N-ACETYLGALACTOSAMINE-SPECIFIC TRANSPORTER SUBUNIT IID ",FALSE,FALSE,FALSE,0,0
"879","pncO","metal-dependent CAAX amino terminal membrane protease","",8,4,1,0.657407407407407,"PNCO METAL-DEPENDENT CAAX AMINO TERMINAL MEMBRANE PROTEASE ",FALSE,FALSE,FALSE,0,0
"880","group_2660","GTP-binding protein LepA","lepA",31,15,10,0.636200716845878,"GROUP_2660 GTP-BINDING PROTEIN LEPA LEPA",FALSE,FALSE,FALSE,0,0
"881","lepA","GTP-binding protein LepA","",31,15,10,0.636200716845878,"LEPA GTP-BINDING PROTEIN LEPA ",FALSE,FALSE,FALSE,0,0
"882","group_5956","putative bacteriocin","",29,14,8,0.634738186462324,"GROUP_5956 PUTATIVE BACTERIOCIN ",FALSE,FALSE,FALSE,0,0
"883","group_126","chlorohydrolase","",25,12,10,0.631111111111111,"GROUP_126 CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"884","group_8241","glycosyltransferase involved in cell wall biogenesis","",25,12,4,0.631111111111111,"GROUP_8241 GLYCOSYLTRANSFERASE INVOLVED IN CELL WALL BIOGENESIS ",FALSE,FALSE,FALSE,0,0
"885","kfoC_2","glycosyltransferase involved in cell wall biogenesis","",25,12,9,0.631111111111111,"KFOC_2 GLYCOSYLTRANSFERASE INVOLVED IN CELL WALL BIOGENESIS ",FALSE,FALSE,FALSE,0,0
"886","group_4709","mutT/nudix family protein","",21,10,8,0.626102292768959,"GROUP_4709 MUTT/NUDIX FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"887","group_3925","iron ABC transporter iron-binding protein","potD_1",19,9,3,0.62280701754386,"GROUP_3925 IRON ABC TRANSPORTER IRON-BINDING PROTEIN POTD_1",FALSE,FALSE,FALSE,0,0
"888","group_4765","esterase","",19,9,2,0.62280701754386,"GROUP_4765 ESTERASE ",FALSE,FALSE,FALSE,0,0
"889","group_5951","Membrane protein","",19,9,5,0.62280701754386,"GROUP_5951 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"890","group_8523","acetyltransferase GNAT family","paiA",19,9,NA,0.62280701754386,"GROUP_8523 ACETYLTRANSFERASE GNAT FAMILY PAIA",FALSE,FALSE,FALSE,0,0
"891","gpmA_2","phosphoglycerate mutase","",17,8,2,0.618736383442266,"GPMA_2 PHOSPHOGLYCERATE MUTASE ",FALSE,FALSE,FALSE,0,0
"892","group_287","integrase core subunit","IS861-truncation",17,8,1,0.618736383442266,"GROUP_287 INTEGRASE CORE SUBUNIT IS861-TRUNCATION",FALSE,FALSE,FALSE,0,0
"893","group_4554","integral membrane protein","",17,8,1,0.618736383442266,"GROUP_4554 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"894","strH_1","endo-beta-N-acetylglucosaminidase","",17,8,1,0.618736383442266,"STRH_1 ENDO-BETA-N-ACETYLGLUCOSAMINIDASE ",FALSE,FALSE,FALSE,0,0
"895","ald_2","alanine dehydrogenase","",15,7,NA,0.61358024691358,"ALD_2 ALANINE DEHYDROGENASE ",FALSE,FALSE,FALSE,0,0
"896","comEA","competence protein","",15,7,NA,0.61358024691358,"COMEA COMPETENCE PROTEIN ",FALSE,FALSE,FALSE,0,0
"897","gidA_1","tRNA uridine 5-carboxymethylaminomethyl modification protein GidA","",15,7,4,0.61358024691358,"GIDA_1 TRNA URIDINE 5-CARBOXYMETHYLAMINOMETHYL MODIFICATION PROTEIN GIDA ",FALSE,FALSE,FALSE,0,0
"898","group_10087","GTP-binding protein HflX","hflX",15,7,1,0.61358024691358,"GROUP_10087 GTP-BINDING PROTEIN HFLX HFLX",FALSE,FALSE,FALSE,0,0
"899","group_10544","ABC transporter ATP-binding protein","macB_2",15,7,NA,0.61358024691358,"GROUP_10544 ABC TRANSPORTER ATP-BINDING PROTEIN MACB_2",FALSE,FALSE,FALSE,0,0
"900","group_11918","TfoX N- domain family protein","",15,7,NA,0.61358024691358,"GROUP_11918 TFOX N- DOMAIN FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"901","group_14746","tRNA uridine 5-carboxymethylaminomethyl modification protein GidA","gidA_1",15,7,4,0.61358024691358,"GROUP_14746 TRNA URIDINE 5-CARBOXYMETHYLAMINOMETHYL MODIFICATION PROTEIN GIDA GIDA_1",FALSE,FALSE,FALSE,0,0
"902","group_1581","Tn5253 bacteriocine putative","",15,7,NA,0.61358024691358,"GROUP_1581 TN5253 BACTERIOCINE PUTATIVE ",FALSE,FALSE,FALSE,0,0
"903","group_2578","ABC-type transport system involved in multi-copper enzyme maturation permease component","",15,7,NA,0.61358024691358,"GROUP_2578 ABC-TYPE TRANSPORT SYSTEM INVOLVED IN MULTI-COPPER ENZYME MATURATION PERMEASE COMPONENT ",FALSE,FALSE,FALSE,0,0
"904","group_2579","ABC-type transport system involved in multi-copper enzyme maturation permease component","",15,7,NA,0.61358024691358,"GROUP_2579 ABC-TYPE TRANSPORT SYSTEM INVOLVED IN MULTI-COPPER ENZYME MATURATION PERMEASE COMPONENT ",FALSE,FALSE,FALSE,0,0
"905","group_6531","competence protein","comEA",15,7,NA,0.61358024691358,"GROUP_6531 COMPETENCE PROTEIN COMEA",FALSE,FALSE,FALSE,0,0
"906","group_6705","sucrose-6-phosphate hydrolase","sacA",15,7,NA,0.61358024691358,"GROUP_6705 SUCROSE-6-PHOSPHATE HYDROLASE SACA",FALSE,FALSE,FALSE,0,0
"907","group_7131","transcriptional activator","atxA",15,7,NA,0.61358024691358,"GROUP_7131 TRANSCRIPTIONAL ACTIVATOR ATXA",FALSE,FALSE,FALSE,0,0
"908","group_8067","S1 RNA-binding domain-containing protein","yhgF",15,7,NA,0.61358024691358,"GROUP_8067 S1 RNA-BINDING DOMAIN-CONTAINING PROTEIN YHGF",FALSE,FALSE,FALSE,0,0
"909","group_9459","argininosuccinate lyase","argH",15,7,NA,0.61358024691358,"GROUP_9459 ARGININOSUCCINATE LYASE ARGH",FALSE,FALSE,FALSE,0,0
"910","hflX","GTP-binding protein HflX","",15,7,1,0.61358024691358,"HFLX GTP-BINDING PROTEIN HFLX ",FALSE,FALSE,FALSE,0,0
"911","ktrB","Trk transporter membrane-spanning protein - K+ transport","",15,7,8,0.61358024691358,"KTRB TRK TRANSPORTER MEMBRANE-SPANNING PROTEIN - K+ TRANSPORT ",FALSE,FALSE,FALSE,0,0
"912","lytB_1","choline binding protein","",15,7,2,0.61358024691358,"LYTB_1 CHOLINE BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"913","xylB","zinc-containing alcohol dehydrogenase","",15,7,1,0.61358024691358,"XYLB ZINC-CONTAINING ALCOHOL DEHYDROGENASE ",FALSE,FALSE,FALSE,0,0
"914","group_9439","Trk transporter membrane-spanning protein - K+ transport","ktrB",26,12,NA,0.606837606837607,"GROUP_9439 TRK TRANSPORTER MEMBRANE-SPANNING PROTEIN - K+ TRANSPORT KTRB",FALSE,FALSE,FALSE,0,0
"915","cls","cardiolipin synthase","",13,6,1,0.606837606837607,"CLS CARDIOLIPIN SYNTHASE ",FALSE,FALSE,FALSE,0,0
"916","cmtB","transcriptional regulator BglG family","",13,6,NA,0.606837606837607,"CMTB TRANSCRIPTIONAL REGULATOR BGLG FAMILY ",FALSE,FALSE,FALSE,0,0
"917","glcA","Beta glucanase","",13,6,NA,0.606837606837607,"GLCA BETA GLUCANASE ",FALSE,FALSE,FALSE,0,0
"918","group_10144","Zn-finger","",13,6,NA,0.606837606837607,"GROUP_10144 ZN-FINGER ",FALSE,FALSE,FALSE,0,0
"919","group_11239","putative conjugative transposon protein","",13,6,NA,0.606837606837607,"GROUP_11239 PUTATIVE CONJUGATIVE TRANSPOSON PROTEIN ",FALSE,FALSE,FALSE,0,0
"920","group_11740","Mobile element protein","Int-Tn_2",13,6,NA,0.606837606837607,"GROUP_11740 MOBILE ELEMENT PROTEIN INT-TN_2",FALSE,FALSE,FALSE,0,0
"921","group_11805","Lmo0466 protein","",13,6,NA,0.606837606837607,"GROUP_11805 LMO0466 PROTEIN ",FALSE,FALSE,FALSE,0,0
"922","group_13455","cardiolipin synthase","cls",13,6,1,0.606837606837607,"GROUP_13455 CARDIOLIPIN SYNTHASE CLS",FALSE,FALSE,FALSE,0,0
"923","group_14202","Fic protein family","",13,6,NA,0.606837606837607,"GROUP_14202 FIC PROTEIN FAMILY ",FALSE,FALSE,FALSE,0,0
"924","group_19588","repressor","",13,6,1,0.606837606837607,"GROUP_19588 REPRESSOR ",FALSE,FALSE,FALSE,0,0
"925","group_19589","repressor protein","",13,6,1,0.606837606837607,"GROUP_19589 REPRESSOR PROTEIN ",FALSE,FALSE,FALSE,0,0
"926","group_3634","PEP-utilizing enzyme family protein","ppsA",13,6,1,0.606837606837607,"GROUP_3634 PEP-UTILIZING ENZYME FAMILY PROTEIN PPSA",FALSE,FALSE,FALSE,0,0
"927","group_3667","major facilitator superfamily permease","",13,6,NA,0.606837606837607,"GROUP_3667 MAJOR FACILITATOR SUPERFAMILY PERMEASE ",FALSE,FALSE,FALSE,0,0
"928","group_4042","ABC transporter ATPase","",13,6,NA,0.606837606837607,"GROUP_4042 ABC TRANSPORTER ATPASE ",FALSE,FALSE,FALSE,0,0
"929","group_4045","ABC transporter ATPase","",13,6,NA,0.606837606837607,"GROUP_4045 ABC TRANSPORTER ATPASE ",FALSE,FALSE,FALSE,0,0
"930","group_4383","integrase","Int-Tn_2",13,6,NA,0.606837606837607,"GROUP_4383 INTEGRASE INT-TN_2",FALSE,FALSE,FALSE,0,0
"931","group_6100","protoheme ferro-lyase","hemH",13,6,3,0.606837606837607,"GROUP_6100 PROTOHEME FERRO-LYASE HEMH",FALSE,FALSE,FALSE,0,0
"932","group_9030","Helicase","",13,6,NA,0.606837606837607,"GROUP_9030 HELICASE ",FALSE,FALSE,FALSE,0,0
"933","group_985","chlorohydrolase","",13,6,NA,0.606837606837607,"GROUP_985 CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"934","nanA_2","N-acetylneuraminate lyase","",13,6,NA,0.606837606837607,"NANA_2 N-ACETYLNEURAMINATE LYASE ",FALSE,FALSE,FALSE,0,0
"935","group_2023","protein LacX plasmid","nanA_3",24,11,6,0.602623456790123,"GROUP_2023 PROTEIN LACX PLASMID NANA_3",FALSE,FALSE,FALSE,0,0
"936","group_2637","PTS system galactose-specific transporter subunit IIB","",24,11,5,0.602623456790123,"GROUP_2637 PTS SYSTEM GALACTOSE-SPECIFIC TRANSPORTER SUBUNIT IIB ",FALSE,FALSE,FALSE,0,0
"937","group_2983","putative Fe-S oxidoreductase","",24,11,2,0.602623456790123,"GROUP_2983 PUTATIVE FE-S OXIDOREDUCTASE ",FALSE,FALSE,FALSE,0,0
"938","adhR","MerR family transcriptional regulator","",11,5,NA,0.597643097643098,"ADHR MERR FAMILY TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"939","cshA_1","ATP-dependent RNA helicase","",11,5,NA,0.597643097643098,"CSHA_1 ATP-DEPENDENT RNA HELICASE ",FALSE,FALSE,FALSE,0,0
"940","czcD","cation efflux system protein","",11,5,NA,0.597643097643098,"CZCD CATION EFFLUX SYSTEM PROTEIN ",FALSE,FALSE,FALSE,0,0
"941","degA_2","LacI family transcriptional regulator","",11,5,NA,0.597643097643098,"DEGA_2 LACI FAMILY TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"942","feuB","iron-compound ABC transporter permease","",11,5,NA,0.597643097643098,"FEUB IRON-COMPOUND ABC TRANSPORTER PERMEASE ",FALSE,FALSE,FALSE,0,0
"943","gatA_1","phosphoenolpyruvate-dependent sugar phosphotransferase system","",11,5,NA,0.597643097643098,"GATA_1 PHOSPHOENOLPYRUVATE-DEPENDENT SUGAR PHOSPHOTRANSFERASE SYSTEM ",FALSE,FALSE,FALSE,0,0
"944","glpR","regulatory protein","",11,5,NA,0.597643097643098,"GLPR REGULATORY PROTEIN ",FALSE,FALSE,FALSE,0,0
"945","group_10355","LacI family transcriptional regulator","degA_2",11,5,NA,0.597643097643098,"GROUP_10355 LACI FAMILY TRANSCRIPTIONAL REGULATOR DEGA_2",FALSE,FALSE,FALSE,0,0
"946","group_10629","methyltransferase type 11","rebM",11,5,NA,0.597643097643098,"GROUP_10629 METHYLTRANSFERASE TYPE 11 REBM",FALSE,FALSE,FALSE,0,0
"947","group_10859","ABC transporter ATP-binding protein","yheS_2",11,5,NA,0.597643097643098,"GROUP_10859 ABC TRANSPORTER ATP-BINDING PROTEIN YHES_2",FALSE,FALSE,FALSE,0,0
"948","group_10862","ABC transporter ATP-binding protein","yheS_3",11,5,NA,0.597643097643098,"GROUP_10862 ABC TRANSPORTER ATP-BINDING PROTEIN YHES_3",FALSE,FALSE,FALSE,0,0
"949","group_11864","oxidoreductase pyridine nucleotide-disulfide class I Mercury (II) reductase","lpd",11,5,NA,0.597643097643098,"GROUP_11864 OXIDOREDUCTASE PYRIDINE NUCLEOTIDE-DISULFIDE CLASS I MERCURY (II) REDUCTASE LPD",FALSE,FALSE,FALSE,0,0
"950","group_12048","ATP-dependent RNA helicase","cshA_2",11,5,NA,0.597643097643098,"GROUP_12048 ATP-DEPENDENT RNA HELICASE CSHA_2",FALSE,FALSE,FALSE,0,0
"951","group_12163","ABC transporter ATP-binding protein","proV_1",11,5,NA,0.597643097643098,"GROUP_12163 ABC TRANSPORTER ATP-BINDING PROTEIN PROV_1",FALSE,FALSE,FALSE,0,0
"952","group_12168","transcriptional regulator MarR family","",11,5,NA,0.597643097643098,"GROUP_12168 TRANSCRIPTIONAL REGULATOR MARR FAMILY ",FALSE,FALSE,FALSE,0,0
"953","group_12169","transcriptional regulator MarR family","",11,5,NA,0.597643097643098,"GROUP_12169 TRANSCRIPTIONAL REGULATOR MARR FAMILY ",FALSE,FALSE,FALSE,0,0
"954","group_12231","daunorubicin resistance transmembrane protein","",11,5,NA,0.597643097643098,"GROUP_12231 DAUNORUBICIN RESISTANCE TRANSMEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"955","group_12747","sugar ABC transporter ATP-binding protein","ugpC",11,5,NA,0.597643097643098,"GROUP_12747 SUGAR ABC TRANSPORTER ATP-BINDING PROTEIN UGPC",FALSE,FALSE,FALSE,0,0
"956","group_12853","N-acetylneuraminate epimerase precursor","nanM",11,5,NA,0.597643097643098,"GROUP_12853 N-ACETYLNEURAMINATE EPIMERASE PRECURSOR NANM",FALSE,FALSE,FALSE,0,0
"957","group_13642","ABC transporter permease","",11,5,NA,0.597643097643098,"GROUP_13642 ABC TRANSPORTER PERMEASE ",FALSE,FALSE,FALSE,0,0
"958","group_14863","ROK family protein","mlc",11,5,1,0.597643097643098,"GROUP_14863 ROK FAMILY PROTEIN MLC",FALSE,FALSE,FALSE,0,0
"959","group_15589","dihydroorotate dehydrogenase 1A","pyrA",11,5,NA,0.597643097643098,"GROUP_15589 DIHYDROOROTATE DEHYDROGENASE 1A PYRA",FALSE,FALSE,FALSE,0,0
"960","group_15620","domain of unknown function protein","",11,5,NA,0.597643097643098,"GROUP_15620 DOMAIN OF UNKNOWN FUNCTION PROTEIN ",FALSE,FALSE,FALSE,0,0
"961","group_18317","phosphotransferase system protein","gatB_1",11,5,NA,0.597643097643098,"GROUP_18317 PHOSPHOTRANSFERASE SYSTEM PROTEIN GATB_1",FALSE,FALSE,FALSE,0,0
"962","group_19614","PTS system galactitol-specific transporter subunit IIC","gatC_1",11,5,NA,0.597643097643098,"GROUP_19614 PTS SYSTEM GALACTITOL-SPECIFIC TRANSPORTER SUBUNIT IIC GATC_1",FALSE,FALSE,FALSE,0,0
"963","group_3643","putative sortase-sorted surface anchored protein (pseudogene)","inlJ",11,5,NA,0.597643097643098,"GROUP_3643 PUTATIVE SORTASE-SORTED SURFACE ANCHORED PROTEIN (PSEUDOGENE) INLJ",FALSE,FALSE,FALSE,0,0
"964","group_6161","methionyl-tRNA synthetase","tnpR",11,5,NA,0.597643097643098,"GROUP_6161 METHIONYL-TRNA SYNTHETASE TNPR",FALSE,FALSE,FALSE,0,0
"965","group_6258","lipoprotein putative","aliB2",11,5,2,0.597643097643098,"GROUP_6258 LIPOPROTEIN PUTATIVE ALIB2",FALSE,FALSE,FALSE,0,0
"966","group_6575","transketolase c-terminal section","tktC",11,5,NA,0.597643097643098,"GROUP_6575 TRANSKETOLASE C-TERMINAL SECTION TKTC",FALSE,FALSE,FALSE,0,0
"967","group_7346","arylsulfatase","",11,5,NA,0.597643097643098,"GROUP_7346 ARYLSULFATASE ",FALSE,FALSE,FALSE,0,0
"968","group_7493","iron-compound ABC transporter permease","feuB",11,5,NA,0.597643097643098,"GROUP_7493 IRON-COMPOUND ABC TRANSPORTER PERMEASE FEUB",FALSE,FALSE,FALSE,0,0
"969","group_8294","6-phospho-beta-galactosidase","lacG_2",11,5,1,0.597643097643098,"GROUP_8294 6-PHOSPHO-BETA-GALACTOSIDASE LACG_2",FALSE,FALSE,FALSE,0,0
"970","group_8679","uracil DNA glycosylase","",11,5,NA,0.597643097643098,"GROUP_8679 URACIL DNA GLYCOSYLASE ",FALSE,FALSE,FALSE,0,0
"971","group_9491","lipoprotein","",11,5,NA,0.597643097643098,"GROUP_9491 LIPOPROTEIN ",FALSE,FALSE,FALSE,0,0
"972","group_9493","lipoprotein","",11,5,NA,0.597643097643098,"GROUP_9493 LIPOPROTEIN ",FALSE,FALSE,FALSE,0,0
"973","group_9832","major facilitator; oxalate:formate antiporter","yhjX",11,5,NA,0.597643097643098,"GROUP_9832 MAJOR FACILITATOR; OXALATE:FORMATE ANTIPORTER YHJX",FALSE,FALSE,FALSE,0,0
"974","kstR2","TetR family transcriptional regulator","",11,5,NA,0.597643097643098,"KSTR2 TETR FAMILY TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"975","lacC","tagatose 6-phosphate kinase","",11,5,NA,0.597643097643098,"LACC TAGATOSE 6-PHOSPHATE KINASE ",FALSE,FALSE,FALSE,0,0
"976","lpd","oxidoreductase pyridine nucleotide-disulfide class I Mercury (II) reductase","",11,5,NA,0.597643097643098,"LPD OXIDOREDUCTASE PYRIDINE NUCLEOTIDE-DISULFIDE CLASS I MERCURY (II) REDUCTASE ",FALSE,FALSE,FALSE,0,0
"977","mtnB","class II aldolase/adducin","",11,5,NA,0.597643097643098,"MTNB CLASS II ALDOLASE/ADDUCIN ",FALSE,FALSE,FALSE,0,0
"978","pcpA","choline binding protein PcpA","",11,5,NA,0.597643097643098,"PCPA CHOLINE BINDING PROTEIN PCPA ",FALSE,FALSE,FALSE,0,0
"979","pnuC","transporter","",11,5,NA,0.597643097643098,"PNUC TRANSPORTER ",FALSE,FALSE,FALSE,0,0
"980","proV","ABC transporter ATP-binding protein","",11,5,NA,0.597643097643098,"PROV ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"981","pspA","surface protein A","",11,5,6,0.597643097643098,"PSPA SURFACE PROTEIN A ",FALSE,FALSE,FALSE,0,0
"982","pyrA","dihydroorotate dehydrogenase 1A","",11,5,NA,0.597643097643098,"PYRA DIHYDROOROTATE DEHYDROGENASE 1A ",FALSE,FALSE,FALSE,0,0
"983","rebM","methyltransferase type 11","",11,5,NA,0.597643097643098,"REBM METHYLTRANSFERASE TYPE 11 ",FALSE,FALSE,FALSE,0,0
"984","sftA","FtsK/SpoIIIE protein","",11,5,NA,0.597643097643098,"SFTA FTSK/SPOIIIE PROTEIN ",FALSE,FALSE,FALSE,0,0
"985","ugpC","sugar ABC transporter ATP-binding protein","",11,5,NA,0.597643097643098,"UGPC SUGAR ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"986","yhjX","major facilitator; oxalate:formate antiporter","",11,5,NA,0.597643097643098,"YHJX MAJOR FACILITATOR; OXALATE:FORMATE ANTIPORTER ",FALSE,FALSE,FALSE,0,0
"987","dnaA","DNA biosynthesis initiation binding protein","",20,9,NA,0.591666666666667,"DNAA DNA BIOSYNTHESIS INITIATION BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"988","group_16302","phenylalanyl-tRNA synthetase alpha chain","pheS",20,9,4,0.591666666666667,"GROUP_16302 PHENYLALANYL-TRNA SYNTHETASE ALPHA CHAIN PHES",FALSE,FALSE,FALSE,0,0
"989","group_16694","DNA biosynthesis initiation binding protein","dnaA",20,9,NA,0.591666666666667,"GROUP_16694 DNA BIOSYNTHESIS INITIATION BINDING PROTEIN DNAA",FALSE,FALSE,FALSE,0,0
"990","group_420","Uncharacterized conserved protein","IS1381-truncation",20,9,7,0.591666666666667,"GROUP_420 UNCHARACTERIZED CONSERVED PROTEIN IS1381-TRUNCATION",FALSE,FALSE,FALSE,0,0
"991","group_9433","Trk transporter membrane-spanning protein - K+ transport","ktrB",20,9,8,0.591666666666667,"GROUP_9433 TRK TRANSPORTER MEMBRANE-SPANNING PROTEIN - K+ TRANSPORT KTRB",FALSE,FALSE,FALSE,0,0
"992","pheS","phenylalanyl-tRNA synthetase alpha chain","",20,9,4,0.591666666666667,"PHES PHENYLALANYL-TRNA SYNTHETASE ALPHA CHAIN ",FALSE,FALSE,FALSE,0,0
"993","scrB","glycosyl hydrolases family 32","",20,9,2,0.591666666666667,"SCRB GLYCOSYL HYDROLASES FAMILY 32 ",FALSE,FALSE,FALSE,0,0
"994","group_14719","galactose-6-phosphate isomerase subunit LacA","lacA",27,12,5,0.584362139917695,"GROUP_14719 GALACTOSE-6-PHOSPHATE ISOMERASE SUBUNIT LACA LACA",FALSE,FALSE,FALSE,0,0
"995","lacA","galactose-6-phosphate isomerase subunit LacA","",27,12,5,0.584362139917695,"LACA GALACTOSE-6-PHOSPHATE ISOMERASE SUBUNIT LACA ",FALSE,FALSE,FALSE,0,0
"996","group_2563","choline binding protein E CbpE","lytB_3",18,8,NA,0.584362139917695,"GROUP_2563 CHOLINE BINDING PROTEIN E CBPE LYTB_3",FALSE,FALSE,FALSE,0,0
"997","iga_1","surface protein (fragment)","",18,8,1,0.584362139917695,"IGA_1 SURFACE PROTEIN (FRAGMENT) ",FALSE,FALSE,FALSE,0,0
"998","licD","LPS biosynthesis protein","",18,8,NA,0.584362139917695,"LICD LPS BIOSYNTHESIS PROTEIN ",FALSE,FALSE,FALSE,0,0
"999","malF","maltodextrin ABC transporter permease","",18,8,2,0.584362139917695,"MALF MALTODEXTRIN ABC TRANSPORTER PERMEASE ",FALSE,FALSE,FALSE,0,0
"1000","group_10321","putative integral membrane protein","",9,4,6,0.584362139917695,"GROUP_10321 PUTATIVE INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1001","group_10420","Phage gp6-like head-tail connector protein","",9,4,1,0.584362139917695,"GROUP_10420 PHAGE GP6-LIKE HEAD-TAIL CONNECTOR PROTEIN ",FALSE,FALSE,FALSE,0,0
"1002","group_11093","maltodextrin ABC transporter permease","malG",9,4,1,0.584362139917695,"GROUP_11093 MALTODEXTRIN ABC TRANSPORTER PERMEASE MALG",FALSE,FALSE,FALSE,0,0
"1003","group_12572","penicillin-binding protein 2A","pbp2a",9,4,1,0.584362139917695,"GROUP_12572 PENICILLIN-BINDING PROTEIN 2A PBP2A",FALSE,FALSE,FALSE,0,0
"1004","group_16770","MarR family transcriptional regulator","",9,4,6,0.584362139917695,"GROUP_16770 MARR FAMILY TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
