"","coef","Gene"
"GROUP_12864_PHAGE TAIL PROTEIN",-0.0126118694481825,"GROUP_12864_PHAGE TAIL PROTEIN"
"GROUP_4062_COMPETENCE FACTOR TRANSPORTING ATP-BINDING PROTEIN/PERMEASE COMA",-0.012803341098196,"GROUP_4062_COMPETENCE FACTOR TRANSPORTING ATP-BINDING PROTEIN/PERMEASE COMA"
"VRAS_HISTIDINE KINASE",-0.012952934970549,"VRAS_HISTIDINE KINASE"
"ADHB_ALCOHOL DEHYDROGENASE",-0.0132126754390521,"ADHB_ALCOHOL DEHYDROGENASE"
"GROUP_15003_LANTIBIOTIC EFFLUX PROTEIN",-0.0132783792102093,"GROUP_15003_LANTIBIOTIC EFFLUX PROTEIN"
"GROUP_639_TYPE I RESTRICTION-MODIFICATION SYSTEM SUBUNIT S",-0.0133366151682803,"GROUP_639_TYPE I RESTRICTION-MODIFICATION SYSTEM SUBUNIT S"
"PCP_2_PYRROLIDONE-CARBOXYLATE PEPTIDASE (5-OXOPROLYL-PEPTIDASE)",-0.0133776305650784,"PCP_2_PYRROLIDONE-CARBOXYLATE PEPTIDASE (5-OXOPROLYL-PEPTIDASE)"
"MUTT_MUTT/NUDIX FAMILY PROTEIN",-0.0134696532822813,"MUTT_MUTT/NUDIX FAMILY PROTEIN"
"YECS_2_ABC-TYPE AMINO ACID TRANSPORTER MEMBRANE-SPANNING PERMEASE",-0.0136611971836819,"YECS_2_ABC-TYPE AMINO ACID TRANSPORTER MEMBRANE-SPANNING PERMEASE"
"GADA_GLUTAMATE DECARBOXYLASE",-0.0136681066584282,"GADA_GLUTAMATE DECARBOXYLASE"
"GROUP_4154_NA+ EXPORT ABC ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE",-0.0138428492123708,"GROUP_4154_NA+ EXPORT ABC ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE"
"GROUP_13419_GFO/IDH/MOCA FAMILY OXIDOREDUCTASE",-0.0138572290468734,"GROUP_13419_GFO/IDH/MOCA FAMILY OXIDOREDUCTASE"
"GROUP_12824_MULTIDRUG ABC TRANSPORTER ATPASE",-0.0139846634042146,"GROUP_12824_MULTIDRUG ABC TRANSPORTER ATPASE"
"GROUP_2665_MCRBC 5-METHYLCYTOSINE RESTRICTION SYSTEM COMPONENT",-0.0144290075516185,"GROUP_2665_MCRBC 5-METHYLCYTOSINE RESTRICTION SYSTEM COMPONENT"
"GROUP_3941_ALANINE DEHYDROGENASE",-0.0144567894100335,"GROUP_3941_ALANINE DEHYDROGENASE"
"GROUP_14524_PHAGE TERMINASE LARGE SUBUNIT",-0.0145986913667603,"GROUP_14524_PHAGE TERMINASE LARGE SUBUNIT"
"GROUP_4967_CARBAMOYLPHOSPHATE SYNTHASE LARGE SUBUNIT",-0.0146387516632976,"GROUP_4967_CARBAMOYLPHOSPHATE SYNTHASE LARGE SUBUNIT"
"GROUP_11606_DEGV FAMILY PROTEIN",-0.0146962459320604,"GROUP_11606_DEGV FAMILY PROTEIN"
"GROUP_7863_GLYCEROL KINASE",-0.0149527752109578,"GROUP_7863_GLYCEROL KINASE"
"GROUP_7982_TRYPTOPHAN SYNTHASE SUBUNIT ALPHA",-0.0154644905719321,"GROUP_7982_TRYPTOPHAN SYNTHASE SUBUNIT ALPHA"
"MUTX_1_MUTT/NUDIX FAMILY PROTEIN",-0.0159205796501595,"MUTX_1_MUTT/NUDIX FAMILY PROTEIN"
"FTSH_2_COMPETENCE-SPECIFIC GLOBAL TRANSCRIPTION MODULATOR",-0.0159890757969768,"FTSH_2_COMPETENCE-SPECIFIC GLOBAL TRANSCRIPTION MODULATOR"
"GROUP_12432_UNCHARACTERIZED PROTEIN CONSERVED IN BACTERIA",-0.0160314661054244,"GROUP_12432_UNCHARACTERIZED PROTEIN CONSERVED IN BACTERIA"
"GROUP_1749_TRUNCATED MOBA FAMILY ENDONUCLEASE RELAXASE",-0.0162437106091229,"GROUP_1749_TRUNCATED MOBA FAMILY ENDONUCLEASE RELAXASE"
"GROUP_6101_PROTOHEME FERRO-LYASE",-0.016390691982062,"GROUP_6101_PROTOHEME FERRO-LYASE"
"MLC_2_ROK FAMILY PROTEIN",-0.0164518866768418,"MLC_2_ROK FAMILY PROTEIN"
"GROUP_1213_CHOLINE BINDING PROTEIN J",-0.0166037267997445,"GROUP_1213_CHOLINE BINDING PROTEIN J"
"SAER_RESPONSE REGULATOR",-0.0167654309602736,"SAER_RESPONSE REGULATOR"
"GROUP_12002_PHAGE PROTEIN",-0.017028563541736,"GROUP_12002_PHAGE PROTEIN"
"GROUP_13735_SODIUM-DEPENDENT TRANSPORTER",-0.0170816353839883,"GROUP_13735_SODIUM-DEPENDENT TRANSPORTER"
"TRPE_ANTHRANILATE SYNTHASE COMPONENT I",-0.0170874820336334,"TRPE_ANTHRANILATE SYNTHASE COMPONENT I"
"GROUP_4877_PHAGE PROTEIN",-0.0178075334687471,"GROUP_4877_PHAGE PROTEIN"
"GROUP_12433_UNCHARACTERIZED PROTEIN CONSERVED IN BACTERIA",-0.0182840344237386,"GROUP_12433_UNCHARACTERIZED PROTEIN CONSERVED IN BACTERIA"
"GROUP_12737_EXCINUCLEASE ABC SUBUNIT A",-0.0183972447701994,"GROUP_12737_EXCINUCLEASE ABC SUBUNIT A"
"PKN1_SULFATASE-MODIFYING FACTOR 1 (C-ALPHA-FORMYGLYCINE-GENERATING ENZYME 1)",-0.0187544751886908,"PKN1_SULFATASE-MODIFYING FACTOR 1 (C-ALPHA-FORMYGLYCINE-GENERATING ENZYME 1)"
"DPNM_MODIFICATION METHYLASE",-0.0189101035410393,"DPNM_MODIFICATION METHYLASE"
"GROUP_13125_PEPTIDASE M13 SUPERFAMILY",-0.0192537086098056,"GROUP_13125_PEPTIDASE M13 SUPERFAMILY"
"GROUP_16793_PHI13 FAMILY PHAGE MAJOR TAIL PROTEIN",-0.0193456355056062,"GROUP_16793_PHI13 FAMILY PHAGE MAJOR TAIL PROTEIN"
"GROUP_12158_PUTATIVE MG2+ TRANSPORTER-C",-0.0194718489421291,"GROUP_12158_PUTATIVE MG2+ TRANSPORTER-C"
"TAG_DNA-3-METHYLADENINE GLYCOSYLASE I",-0.0196302006373135,"TAG_DNA-3-METHYLADENINE GLYCOSYLASE I"
"GROUP_7280_ALDO/KETO REDUCTASE FAMILY OXIDOREDUCTASE",-0.0198830092820239,"GROUP_7280_ALDO/KETO REDUCTASE FAMILY OXIDOREDUCTASE"
"GROUP_4597_MEMBRANE PROTEIN",-0.0200622053014624,"GROUP_4597_MEMBRANE PROTEIN"
"GROUP_19704_GP32",-0.020114772247466,"GROUP_19704_GP32"
"GROUP_9735_30S RIBOSOMAL PROTEIN S15",-0.0201624132259202,"GROUP_9735_30S RIBOSOMAL PROTEIN S15"
"GROUP_4700_PUTATIVE UNCHARACTERIZED CONSERVED SECRETED PROTEIN",-0.0202852388075147,"GROUP_4700_PUTATIVE UNCHARACTERIZED CONSERVED SECRETED PROTEIN"
"GROUP_12942_PORTAL PROTEIN",-0.020604959378988,"GROUP_12942_PORTAL PROTEIN"
"GROUP_14452_TRANSCRIPTIONAL REGULATOR",-0.0209373259499604,"GROUP_14452_TRANSCRIPTIONAL REGULATOR"
"GROUP_12867_PHAGE GP15 PROTEIN",-0.0210361152932531,"GROUP_12867_PHAGE GP15 PROTEIN"
"GROUP_14296_X-PRO DIPEPTIDASE",-0.0213551645714951,"GROUP_14296_X-PRO DIPEPTIDASE"
"REGX3_VNCR RESPONSE REGULATOR",-0.0214654112416934,"REGX3_VNCR RESPONSE REGULATOR"
"DUT_DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE",-0.0214655565935901,"DUT_DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE"
"GPH_PHOSPHATASE",-0.0217688599244458,"GPH_PHOSPHATASE"
"GROUP_9906_UPF0340 PROTEIN SSU05",-0.0222063490793856,"GROUP_9906_UPF0340 PROTEIN SSU05"
"GROUP_9474_PHAGE PROTEIN",-0.0223866268932656,"GROUP_9474_PHAGE PROTEIN"
"GROUP_17509_PHAGE PROTEIN",-0.0227897364522671,"GROUP_17509_PHAGE PROTEIN"
"GROUP_9719_6-PHOSPHO-BETA-GALACTOSIDASE",-0.0228018826081143,"GROUP_9719_6-PHOSPHO-BETA-GALACTOSIDASE"
"GROUP_7165_N-(5'-PHOSPHORIBOSYL)ANTHRANILATE ISOMERASE",-0.0228491844980508,"GROUP_7165_N-(5'-PHOSPHORIBOSYL)ANTHRANILATE ISOMERASE"
"GROUP_114_N-ETHYLAMMELINE CHLOROHYDROLASE",-0.0229967853919535,"GROUP_114_N-ETHYLAMMELINE CHLOROHYDROLASE"
"GROUP_5519_RIBOSOMAL SMALL SUBUNIT PSEUDOURIDINE SYNTHASE A",-0.0232020447729753,"GROUP_5519_RIBOSOMAL SMALL SUBUNIT PSEUDOURIDINE SYNTHASE A"
"GROUP_7336_PTS SYSTEM TRANSPORTER SUBUNIT IIC",-0.0233538154474901,"GROUP_7336_PTS SYSTEM TRANSPORTER SUBUNIT IIC"
"GROUP_13537_ANTIRESTRICTION PROTEIN",-0.0236117235888728,"GROUP_13537_ANTIRESTRICTION PROTEIN"
"GROUP_8097_16S RIBOSOMAL RNA METHYLTRANSFERASE RSME",-0.0236491723779811,"GROUP_8097_16S RIBOSOMAL RNA METHYLTRANSFERASE RSME"
"YBJI_COF FAMILY PROTEIN",-0.0238385322085195,"YBJI_COF FAMILY PROTEIN"
"GROUP_1723_PUTATIVE TRANSCRIPTION ANTITERMINATOR BGLG FAMILY PROTEIN",-0.0240836289249774,"GROUP_1723_PUTATIVE TRANSCRIPTION ANTITERMINATOR BGLG FAMILY PROTEIN"
"GROUP_7431_ABC TRANSPORTER ATP-BINDING PROTEIN",-0.0241034183486531,"GROUP_7431_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_2500_SER/THR PROTEIN PHOSPHATASE FAMILY PROTEIN",-0.0243106764249679,"GROUP_2500_SER/THR PROTEIN PHOSPHATASE FAMILY PROTEIN"
"GROUP_3063_PUTATIVE HOLIN 1",-0.0246311870081526,"GROUP_3063_PUTATIVE HOLIN 1"
"GROUP_8529_PURINE NUCLEOSIDE PHOSPHORYLASE",-0.024679454680917,"GROUP_8529_PURINE NUCLEOSIDE PHOSPHORYLASE"
"GPMA_2_PHOSPHOGLYCERATE MUTASE",-0.0248966513068968,"GPMA_2_PHOSPHOGLYCERATE MUTASE"
"GROUP_3523_PHAGE PROTEIN",-0.0249098562155723,"GROUP_3523_PHAGE PROTEIN"
"LEUA_2-ISOPROPYLMALATE SYNTHASE",-0.0250116472875611,"LEUA_2-ISOPROPYLMALATE SYNTHASE"
"GROUP_10930_CHROMOSOME REPLICATION INITIATION PROTEIN/MEMBRANE ATTACHMENT PROTEIN",-0.0250157371130251,"GROUP_10930_CHROMOSOME REPLICATION INITIATION PROTEIN/MEMBRANE ATTACHMENT PROTEIN"
"YCJP_3_ABC TRANSPORTER-SUGAR TRANSPORT N-ACETYLNEURAMINATE TRANSPORT SYSTEM PERMEASE",-0.0251705023779451,"YCJP_3_ABC TRANSPORTER-SUGAR TRANSPORT N-ACETYLNEURAMINATE TRANSPORT SYSTEM PERMEASE"
"ARTM_1_ABC TRANSPORTER ATP-BINDING PROTEIN",-0.0259305941058984,"ARTM_1_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_12278_ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN",-0.0259475528128335,"GROUP_12278_ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN"
"GROUP_14426_INTEGRASE",-0.0260093923031568,"GROUP_14426_INTEGRASE"
"LICT_TRANSCRIPTION ANTITERMINATOR LICT",-0.0260671078008283,"LICT_TRANSCRIPTION ANTITERMINATOR LICT"
"GROUP_17408_TN5252 ORF 10 PROTEIN",-0.0261283397287111,"GROUP_17408_TN5252 ORF 10 PROTEIN"
"GROUP_8220_ABC TRANSPORTER ATP-BINDING PROTEIN",-0.0265167999674513,"GROUP_8220_ABC TRANSPORTER ATP-BINDING PROTEIN"
"ABC-NDB_ABC TRANSPORTER ATP-BINDING PROTEIN",-0.0266965840720192,"ABC-NDB_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_10403_DRTGG DOMAIN/CBS DOMAIN-CONTAINING PROTEIN",-0.0267717972749695,"GROUP_10403_DRTGG DOMAIN/CBS DOMAIN-CONTAINING PROTEIN"
"GROUP_7947_ATP-DEPENDENT HELICASE DING",-0.0267727855968045,"GROUP_7947_ATP-DEPENDENT HELICASE DING"
"GROUP_536_PHAGE HYALURONIDASE",-0.0271202122453521,"GROUP_536_PHAGE HYALURONIDASE"
"GROUP_10037_VNCS HISTIDINE KINASE TCS10",-0.0273181304767287,"GROUP_10037_VNCS HISTIDINE KINASE TCS10"
"GLCK_GLUCOKINASE",-0.0276657053413263,"GLCK_GLUCOKINASE"
"DSBD_2_CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCDA",-0.0277304582010359,"DSBD_2_CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCDA"
"ADCA_ABC ZINC TRANSPORTER METAL-BINDING LIPOPROTEIN",-0.0279008481927048,"ADCA_ABC ZINC TRANSPORTER METAL-BINDING LIPOPROTEIN"
"GROUP_11063_PEP PHOSPHONOMUTASE-LIKE PROTEIN",-0.027913696476273,"GROUP_11063_PEP PHOSPHONOMUTASE-LIKE PROTEIN"
"GROUP_11602_NIF3 (NGG1P INTERACTING FACTOR 3) FAMILY PROTEIN",-0.0279355242736866,"GROUP_11602_NIF3 (NGG1P INTERACTING FACTOR 3) FAMILY PROTEIN"
"LAGD_1_BACTERIOCIN ABC TRANSOPORTER",-0.0279587180738574,"LAGD_1_BACTERIOCIN ABC TRANSOPORTER"
"RAFG_SUGAR ABC TRANSPORTER PERMEASE",-0.0280224845089972,"RAFG_SUGAR ABC TRANSPORTER PERMEASE"
"GROUP_9968_XRE FAMILY TRANSCRIPTIONAL REGULATOR",-0.0281921342463823,"GROUP_9968_XRE FAMILY TRANSCRIPTIONAL REGULATOR"
"GROUP_10735_RRNA-SPECIFIC 5-METHYLCYTIDINE TRANSFERASE",-0.0282459715796796,"GROUP_10735_RRNA-SPECIFIC 5-METHYLCYTIDINE TRANSFERASE"
"SORC_TRANSCRIPTIONAL REGULATOR",-0.0283459363672754,"SORC_TRANSCRIPTIONAL REGULATOR"
"GROUP_5090_ABC TRANSPORTER SUBSTRATE-BINDING LIPOPROTEIN",-0.0287755651129822,"GROUP_5090_ABC TRANSPORTER SUBSTRATE-BINDING LIPOPROTEIN"
"GROUP_6643_SURFACE ANCHORED PROTEIN",-0.0289260451595645,"GROUP_6643_SURFACE ANCHORED PROTEIN"
"GROUP_8225_ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE",-0.0290676045721492,"GROUP_8225_ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE"
"GROUP_12048_ATP-DEPENDENT RNA HELICASE",-0.0290848413451331,"GROUP_12048_ATP-DEPENDENT RNA HELICASE"
"TRKA2_POTASSIUM UPTAKE PROTEIN",-0.0290985069392054,"TRKA2_POTASSIUM UPTAKE PROTEIN"
"GROUP_8089_ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPX",-0.0295045925141255,"GROUP_8089_ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPX"
"COMEA_COMPETENCE PROTEIN",-0.0295354873583505,"COMEA_COMPETENCE PROTEIN"
"ABC-NBD-TRUNCATION_2_ABC TRANSPORTER PERMEASE",-0.0297477381199118,"ABC-NBD-TRUNCATION_2_ABC TRANSPORTER PERMEASE"
"GROUP_8025_HEMERYTHRIN HHE CATION BINDING DOMAIN SUBFAMILY",-0.0297682251292139,"GROUP_8025_HEMERYTHRIN HHE CATION BINDING DOMAIN SUBFAMILY"
"GROUP_4343_CAAX AMINO PROTEASE FAMILY PROTEIN",-0.0297912166588688,"GROUP_4343_CAAX AMINO PROTEASE FAMILY PROTEIN"
"IRTB_LANTIBIOTIC SYNTHETASE",-0.0297918161439468,"IRTB_LANTIBIOTIC SYNTHETASE"
"GROUP_7065_TRANSCRIPTIONAL REGULATOR",-0.0303556432122316,"GROUP_7065_TRANSCRIPTIONAL REGULATOR"
"ARTM_4_PHOSPHATE ABC TRANSPORTER ATP-BINDING PROTEIN",-0.0309836614561003,"ARTM_4_PHOSPHATE ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_3687_PYRROLIDONE-CARBOXYLATE PEPTIDASE (5-OXOPROLYL-PEPTIDASE)",-0.0310311257753134,"GROUP_3687_PYRROLIDONE-CARBOXYLATE PEPTIDASE (5-OXOPROLYL-PEPTIDASE)"
"GOR_GLUTATHIONE REDUCTASE",-0.0310659518840056,"GOR_GLUTATHIONE REDUCTASE"
"GROUP_6130_BACTERIOCIN-ASSOCIATED INTEGRAL MEMBRANE PROTEIN",-0.0312505414381579,"GROUP_6130_BACTERIOCIN-ASSOCIATED INTEGRAL MEMBRANE PROTEIN"
"GROUP_14972_CHOLINE BINDING PROTEIN I",-0.0316287795859603,"GROUP_14972_CHOLINE BINDING PROTEIN I"
"GROUP_7962_TRANSCRIPTIONAL REGULATOR",-0.0316515859641127,"GROUP_7962_TRANSCRIPTIONAL REGULATOR"
"GROUP_5032_TRANSCRIPTIONAL ACTIVATOR RGG/GADR/MUTR FAMILY PROTEIN",-0.0316719795505311,"GROUP_5032_TRANSCRIPTIONAL ACTIVATOR RGG/GADR/MUTR FAMILY PROTEIN"
"GROUP_16835_PHAGE PROTEIN",-0.0317872926454824,"GROUP_16835_PHAGE PROTEIN"
"NTPK_V-TYPE H+-ATPASE SUBUNIT K",-0.0319600026967802,"NTPK_V-TYPE H+-ATPASE SUBUNIT K"
"GROUP_4692_TRANSCRIPTIONAL REGULATOR",-0.0325864122290464,"GROUP_4692_TRANSCRIPTIONAL REGULATOR"
"GROUP_9045_THIOREDOXIN",-0.0326171840116527,"GROUP_9045_THIOREDOXIN"
"ARTP_1_AMINO ACID ABC TRANSPORTER PERIPLASMIC AMINO ACID-BINDING PROTEIN",-0.0326730447440755,"ARTP_1_AMINO ACID ABC TRANSPORTER PERIPLASMIC AMINO ACID-BINDING PROTEIN"
"ECFA1_2_ABC TRANSPORTER ATP-BINDING PROTEIN",-0.0328025228297532,"ECFA1_2_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_14092_GNAT FAMILY ACETYLTRANSFERASE",-0.0328143217218707,"GROUP_14092_GNAT FAMILY ACETYLTRANSFERASE"
"GROUP_7279_ALDO/KETO REDUCTASE FAMILY OXIDOREDUCTASE",-0.0333974344592031,"GROUP_7279_ALDO/KETO REDUCTASE FAMILY OXIDOREDUCTASE"
"CBIO_COBALT ABC TRANSPORTER ATP-BINDING PROTEIN",-0.0334463807356066,"CBIO_COBALT ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_3446_MEMBRANE PROTEIN",-0.0334917408351348,"GROUP_3446_MEMBRANE PROTEIN"
"GROUP_1178_SERINE PROTEASE",-0.0335298729842044,"GROUP_1178_SERINE PROTEASE"
"GROUP_11165_YITT FAMILY PROTEIN",-0.033553637548371,"GROUP_11165_YITT FAMILY PROTEIN"
"GROUP_14067_KETOL-ACID REDUCTOISOMERASE",-0.0335755136965402,"GROUP_14067_KETOL-ACID REDUCTOISOMERASE"
"PDXK_PHOSPHOMETHYLPYRIMIDINE KINASE",-0.0336811680329168,"PDXK_PHOSPHOMETHYLPYRIMIDINE KINASE"
"CAH_ACETYL XYLAN ESTERASE",-0.0342657832767262,"CAH_ACETYL XYLAN ESTERASE"
"GLGC_GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE",-0.0348559047731204,"GLGC_GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE"
"MACB_5_ABC TRANSPORTER ATP-BINDING PROTEIN",-0.0350604036050637,"MACB_5_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_12255_PROTEIN YDCD",-0.0355530647086887,"GROUP_12255_PROTEIN YDCD"
"GROUP_12036_PHAGE REPLICATION INITIATION PROTEIN",-0.0355859309523834,"GROUP_12036_PHAGE REPLICATION INITIATION PROTEIN"
"GROUP_5731_14-BETA-N-ACETYLMURAMIDASE",-0.0357028050728791,"GROUP_5731_14-BETA-N-ACETYLMURAMIDASE"
"GROUP_13268_PUTATIVE PHAGE DNA BINDING PROTEIN",-0.0357910580855823,"GROUP_13268_PUTATIVE PHAGE DNA BINDING PROTEIN"
"GROUP_10410_PUTATIVE ACETOIN DEHYDROGENASE",-0.0358638094154206,"GROUP_10410_PUTATIVE ACETOIN DEHYDROGENASE"
"TRMB_TRNA (GUANINE-N(7)-)-METHYLTRANSFERASE",-0.0359301679306101,"TRMB_TRNA (GUANINE-N(7)-)-METHYLTRANSFERASE"
"GROUP_16215_PREPROTEIN TRANSLOCASE SECY",-0.0359371831508146,"GROUP_16215_PREPROTEIN TRANSLOCASE SECY"
"GROUP_5762_GLYCOSYLTRANSFERASE INVOLVED IN CELL WALL BIOGENESIS",-0.0360425940868537,"GROUP_5762_GLYCOSYLTRANSFERASE INVOLVED IN CELL WALL BIOGENESIS"
"GLGD_GLYCOGEN BIOSYNTHESIS PROTEIN",-0.0362183236371734,"GLGD_GLYCOGEN BIOSYNTHESIS PROTEIN"
"GROUP_9338_FIBRONECTIN-BINDING PROTEIN",-0.0365226118067656,"GROUP_9338_FIBRONECTIN-BINDING PROTEIN"
"PHTE-TRUNCATION_PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN E",-0.0365281147531068,"PHTE-TRUNCATION_PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN E"
"ABC-N/P_ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE",-0.0372862588666791,"ABC-N/P_ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE"
"GROUP_9694_PUTATIVE OTITIS MEDIA-ASSOCIATED P41",-0.0374300006513284,"GROUP_9694_PUTATIVE OTITIS MEDIA-ASSOCIATED P41"
"GROUP_3525_PHAGE PROTEIN",-0.0376425052491221,"GROUP_3525_PHAGE PROTEIN"
"GROUP_15624_CARBAMATE KINASE",-0.0377193529047179,"GROUP_15624_CARBAMATE KINASE"
"GROUP_15358_ZN-DEPENDENT PROTEASES",-0.0377668350536995,"GROUP_15358_ZN-DEPENDENT PROTEASES"
"EPID_FLAVOPROTEIN",-0.0378631077820349,"EPID_FLAVOPROTEIN"
"GROUP_13190_PSEUDOURIDYLATE SYNTHASE 23S RNA-SPECIFIC",-0.0383131810040017,"GROUP_13190_PSEUDOURIDYLATE SYNTHASE 23S RNA-SPECIFIC"
"QMCA_SPFH DOMAIN/BAND 7 FAMILY",-0.0387893610520534,"QMCA_SPFH DOMAIN/BAND 7 FAMILY"
"NDVA_ABC TRANSPORTER ATP-BINDING PROTEIN",-0.0388766481158046,"NDVA_ABC TRANSPORTER ATP-BINDING PROTEIN"
"SAES_HISTIDINE KINASE",-0.0388932538240891,"SAES_HISTIDINE KINASE"
"CSOR_COPPER-SENSING TRANSCRIPTIONAL REPRESSOR CSOR",-0.038959684870421,"CSOR_COPPER-SENSING TRANSCRIPTIONAL REPRESSOR CSOR"
"GROUP_14996_FLAVODOXIN",-0.0391370486549799,"GROUP_14996_FLAVODOXIN"
"GROUP_12451_TRANSCRIPTIONAL REGULATOR",-0.0392013252780655,"GROUP_12451_TRANSCRIPTIONAL REGULATOR"
"GROUP_1083_AUTOLYSIN",-0.0393215836925138,"GROUP_1083_AUTOLYSIN"
"GROUP_10243_PULLULANASE",-0.0395657948611594,"GROUP_10243_PULLULANASE"
"GROUP_6776_PTS SYSTEM MANNITOL-SPECIFIC TRANSPORTER SUBUNIT EIIBC",-0.0395924211828439,"GROUP_6776_PTS SYSTEM MANNITOL-SPECIFIC TRANSPORTER SUBUNIT EIIBC"
"GROUP_4292_CAAX AMINO PROTEASE FAMILY PROTEIN",-0.039700616967187,"GROUP_4292_CAAX AMINO PROTEASE FAMILY PROTEIN"
"NPLT_2_NEOPULLULANASE",-0.0397078209403282,"NPLT_2_NEOPULLULANASE"
"GROUP_4027_BRANCHED-CHAIN AMINO ACID PERMEASE",-0.0398377463822503,"GROUP_4027_BRANCHED-CHAIN AMINO ACID PERMEASE"
"GROUP_7818_EXTRACELLULAR SOLUTE-BINDING PROTEIN",-0.0401026362766892,"GROUP_7818_EXTRACELLULAR SOLUTE-BINDING PROTEIN"
"GROUP_10343_CBS DOMAIN CONTAINING PROTEIN",-0.0401602772935277,"GROUP_10343_CBS DOMAIN CONTAINING PROTEIN"
"CELA_GLUTATHIONE SYNTHETASE",-0.0401868903294642,"CELA_GLUTATHIONE SYNTHETASE"
"GROUP_6621_DNA MODIFICATION METHYLTRANSFERASE M.XBAI",-0.0404165670339821,"GROUP_6621_DNA MODIFICATION METHYLTRANSFERASE M.XBAI"
"GROUP_13364_PTS SYSTEM MANNOSE/FRUCTOSE/N-ACETYLGALACTOSAMINE-SPECIFIC TRANSPORTER SUBUNIT IID",-0.0404939191527244,"GROUP_13364_PTS SYSTEM MANNOSE/FRUCTOSE/N-ACETYLGALACTOSAMINE-SPECIFIC TRANSPORTER SUBUNIT IID"
"DNAQ_DNA POLYMERASE III SUBUNIT EPSILON",-0.040645632831996,"DNAQ_DNA POLYMERASE III SUBUNIT EPSILON"
"HEXA_DNA MISMATCH REPAIR PROTEIN MUTS",-0.0406522083802471,"HEXA_DNA MISMATCH REPAIR PROTEIN MUTS"
"GROUP_13009_HEAT SHOCK PROTEIN HTPX",-0.0410482805385454,"GROUP_13009_HEAT SHOCK PROTEIN HTPX"
"GROUP_2028_PROTEIN LACX PLASMID",-0.0410715991939359,"GROUP_2028_PROTEIN LACX PLASMID"
"GROUP_9760_78-DIHYDRO-8-OXOGUANINE-TRIPHOSPHATASE",-0.0410823401776088,"GROUP_9760_78-DIHYDRO-8-OXOGUANINE-TRIPHOSPHATASE"
"GROUP_4658_ABC TRANSPORTER ATP-BINDING PROTEIN",-0.0418175297190747,"GROUP_4658_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_11179_ABC TRANSPORTER PERMEAE",-0.0418362759688094,"GROUP_11179_ABC TRANSPORTER PERMEAE"
"GLNQ_2_ABC TRANSPORTER ATP-BINDING PROTEIN",-0.0421650576145612,"GLNQ_2_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_6713_IMMUNITY PROTEIN",-0.0422596342810721,"GROUP_6713_IMMUNITY PROTEIN"
"GROUP_19703_HNH ENDONUCLEASE DOMAIN PROTEIN",-0.0424543628531739,"GROUP_19703_HNH ENDONUCLEASE DOMAIN PROTEIN"
"GROUP_8518_NUCLEOSIDE DIPHOSPHATE KINASE",-0.0429656634685611,"GROUP_8518_NUCLEOSIDE DIPHOSPHATE KINASE"
"GROUP_12343_PTS SYSTEM TRANSPORTER SUBUNIT IID",-0.0430978750887009,"GROUP_12343_PTS SYSTEM TRANSPORTER SUBUNIT IID"
"GROUP_8511_SPEK",-0.0431352741883481,"GROUP_8511_SPEK"
"MENE_PUTATIVE AMP-DEPENDENT SYNTHETASE AND LIGASE",-0.0435539591570907,"MENE_PUTATIVE AMP-DEPENDENT SYNTHETASE AND LIGASE"
"GROUP_14202_FIC PROTEIN FAMILY",-0.04357781878455,"GROUP_14202_FIC PROTEIN FAMILY"
"GROUP_7335_PTS SYSTEM TRANSPORTER SUBUNIT IIC",-0.0436183906875832,"GROUP_7335_PTS SYSTEM TRANSPORTER SUBUNIT IIC"
